CHILDID,DOBMM,DOBDD,DOBYY,GENDER,RACE,R1_KAGE,C1R4RSCL,C1R4MSCL,C5R4RSCL,C5R4MSCL,P1HMAFB,WKSESL,P1WICMOM,P1WICCHD
0733006C,6,1,1993,1,1,NA,NA,NA,155.4,116.33,NA,0.12,NA,NA
0733007C,1,17,1993,1,1,NA,NA,NA,125.73,84.52,NA,-0.74,NA,NA
0733008C,12,24,1992,2,1,NA,NA,NA,NA,NA,NA,-0.09,NA,NA
0733009C,4,27,1993,1,1,NA,NA,NA,80.73,57.34,NA,0.25,NA,NA
0733010C,9,11,1993,2,1,NA,NA,NA,115.21,71.67,NA,-0.66,NA,NA
0733011C,4,9,1993,2,1,NA,NA,NA,NA,NA,NA,-0.79,NA,NA
0733012C,4,9,1993,1,1,NA,NA,NA,147.27,122.89,NA,-0.28,NA,NA
0733013C,4,30,1993,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0733014C,8,7,1993,2,1,NA,NA,NA,168.29,146.61,NA,NA,NA,NA
0733016C,12,6,1992,2,1,NA,NA,NA,88.22,52.86,NA,0.35,NA,NA
0733017C,4,8,1993,1,1,NA,NA,NA,150.29,110.76,NA,0.53,NA,NA
0733018C,3,21,1993,1,1,NA,NA,NA,141.78,76.42,NA,0.87,NA,NA
0733019C,8,28,1993,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0733021C,8,24,1992,1,1,NA,NA,NA,NA,NA,NA,-0.71,NA,NA
0734001C,5,22,1993,2,1,NA,NA,NA,146.79,123.77,NA,0.97,NA,NA
0734003C,1,30,1992,1,1,NA,NA,NA,NA,NA,NA,-2.56,NA,NA
0734004C,12,2,1992,1,1,NA,NA,NA,147.65,115.88,NA,0.25,NA,NA
0734005C,12,6,1992,2,1,NA,NA,NA,165.32,102.64,NA,-1.0,NA,NA
0734006C,11,5,1992,2,1,NA,NA,NA,NA,NA,NA,-0.43,NA,NA
0734007C,12,29,1992,1,1,NA,NA,NA,146.42,120.58,NA,0.65,NA,NA
0734008C,12,27,1992,2,1,NA,NA,NA,123.29,118.14,NA,-0.03,NA,NA
0734009C,9,3,1992,2,1,NA,NA,NA,62.94,40.33,NA,-0.71,NA,NA
0734010C,12,5,1992,1,1,NA,NA,NA,144.54,127.79,NA,1.4,NA,NA
0734011C,9,25,1992,1,2,NA,NA,NA,124.25,95.44,NA,NA,NA,NA
0734013C,12,23,1992,1,1,NA,NA,NA,108.3,88.71,NA,0.2,NA,NA
0734015C,12,31,1992,1,1,NA,NA,NA,108.58,79.89,NA,-0.36,NA,NA
0734016C,6,24,1993,1,1,NA,NA,NA,148.28,116.8,NA,0.27,NA,NA
0734017C,10,15,1992,2,1,NA,NA,NA,76.58,49.01,NA,0.15,NA,NA
0734018C,2,12,1993,1,1,NA,NA,NA,145.58,125.17,NA,1.56,NA,NA
0734019C,3,25,1993,2,1,NA,NA,NA,126.47,86.32,NA,NA,NA,NA
0734020C,11,20,1992,2,1,NA,NA,NA,150.46,132.12,NA,1.08,NA,NA
0734021C,12,22,1992,1,1,NA,NA,NA,168.69,117.19,NA,2.0,NA,NA
0734022C,8,12,1993,2,1,NA,NA,NA,107.38,97.71,NA,-0.16,NA,NA
0734023C,12,5,1992,2,3,NA,NA,NA,148.53,121.48,NA,0.78,NA,NA
0734024C,9,14,1992,1,1,NA,NA,NA,140.58,119.68,NA,1.44,NA,NA
0734040C,12,2,1992,2,1,NA,NA,NA,105.19,73.74,NA,NA,NA,NA
0735001C,3,21,1993,2,5,68.73,-1.0,-1.0,NA,NA,31,0.93,2,2
0735002C,4,23,1993,1,2,67.63,27.79,19.53,NA,NA,17,-0.34,1,1
0735003C,5,26,1993,2,2,66.53,25.06,17.83,NA,NA,-1,-1.22,1,1
0735004C,6,25,1992,1,2,77.7,28.29,26.86,NA,NA,-9,0.48,1,1
0735005C,10,20,1992,1,1,73.8,32.78,32.57,164.68,118.29,23,-0.14,2,2
0735006C,11,11,1992,2,2,73.07,26.37,21.15,NA,NA,-1,-1.0,1,1
0735007C,12,22,1992,1,2,71.7,26.61,22.35,NA,NA,16,-1.22,2,1
0735008C,5,11,1993,2,4,-9.0,NA,NA,NA,NA,NA,NA,NA,NA
0735009C,11,27,1992,2,1,72.53,41.79,34.37,118.56,99.91,17,-0.38,1,1
0735010C,8,20,1993,2,1,63.67,26.08,17.75,NA,NA,20,-0.48,1,1
0735011C,12,4,1992,1,1,72.3,31.36,25.62,NA,NA,20,-1.17,1,1
0735012C,2,1,1993,2,1,70.33,30.93,26.31,NA,NA,-1,0.45,1,1
0735013C,1,5,1993,1,1,71.37,32.98,19.75,129.31,115.14,25,-0.68,1,1
0735014C,9,25,1993,2,1,62.47,27.11,19.36,NA,NA,21,-1.45,2,1
0735015C,2,6,1993,1,-9,70.17,33.28,23.31,NA,NA,20,-1.6,1,1
0735016C,9,22,1993,1,1,62.7,27.01,16.86,NA,NA,21,-0.23,1,1
0735017C,11,18,1992,1,2,72.83,38.71,26.6,NA,NA,-1,0.0,1,1
0735018C,8,19,1993,2,1,63.7,31.96,24.11,NA,NA,17,-0.5,1,1
0735019C,6,29,1993,2,1,65.4,35.06,21.56,109.86,97.89,24,-0.63,1,1
0735020C,6,22,1993,2,2,65.63,27.35,18.37,NA,NA,19,-1.0,1,1
0735021C,8,2,1992,2,2,-9.0,NA,NA,NA,NA,NA,NA,NA,NA
0735022C,4,24,1993,1,1,67.6,30.74,18.84,NA,NA,-1,0.05,2,2
0735023C,5,11,1993,1,1,67.03,22.26,19.09,NA,NA,17,-0.81,1,1
0736001C,10,7,1992,1,1,NA,NA,NA,159.77,121.49,NA,0.59,NA,NA
0736002C,8,7,1992,1,1,NA,NA,NA,125.83,78.78,NA,NA,NA,NA
0736003C,5,18,1993,2,1,NA,NA,NA,NA,NA,NA,0.1,NA,NA
0736004C,5,15,1993,2,1,NA,NA,NA,166.51,110.74,NA,0.65,NA,NA
0736006C,10,27,1992,1,1,NA,NA,NA,NA,NA,NA,0.82,NA,NA
0736007C,3,13,1993,2,1,NA,NA,NA,128.89,104.14,NA,0.6,NA,NA
0736008C,12,2,1992,1,1,NA,NA,NA,133.33,129.01,NA,1.68,NA,NA
0736009C,3,1,1993,1,1,NA,NA,NA,NA,NA,NA,0.04,NA,NA
0736010C,6,23,1993,2,1,NA,NA,NA,NA,NA,NA,-0.7,NA,NA
0736011C,10,11,1992,2,1,NA,NA,NA,NA,NA,NA,-0.37,NA,NA
0736012C,10,14,1992,1,1,NA,NA,NA,143.66,114.56,NA,0.95,NA,NA
0736013C,3,10,1993,1,1,NA,NA,NA,72.45,64.63,NA,-0.81,NA,NA
0736014C,4,24,1993,1,1,NA,NA,NA,NA,NA,NA,0.95,NA,NA
0736015C,12,4,1992,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0736016C,3,5,1993,2,1,NA,NA,NA,123.76,96.44,NA,0.1,NA,NA
0737001C,4,9,1993,1,5,67.07,40.83,28.79,174.97,112.41,-1,0.81,-1,2
0737002C,4,15,1993,2,1,66.87,37.66,28.2,162.86,103.24,25,0.83,2,2
0737003C,6,4,1993,1,1,65.2,27.57,18.63,128.28,84.44,31,0.82,2,2
0737004C,5,10,1993,2,1,66.07,38.9,28.63,152.59,104.43,29,1.27,2,2
0737005C,12,7,1992,2,1,71.2,42.38,28.44,174.68,92.34,27,0.48,1,1
0737006C,5,18,1992,2,1,77.97,34.33,31.87,137.6,104.54,28,0.96,2,2
0737007C,2,12,1993,1,2,68.97,37.57,25.25,NA,NA,NA,-0.9,NA,NA
0737008C,5,25,1993,1,1,65.57,33.3,41.24,147.31,119.94,29,0.67,2,2
0737009C,8,22,1993,1,1,62.6,32.68,17.19,106.03,116.98,-1,0.69,2,2
0737010C,11,6,1992,2,1,72.2,57.86,38.28,151.14,115.46,31,1.05,2,2
0737011C,8,7,1992,1,1,75.23,43.95,52.99,163.69,139.8,26,0.45,2,2
0737012C,9,2,1992,1,1,74.4,42.84,45.36,176.89,130.19,26,0.31,2,2
0737013C,5,20,1993,1,1,65.73,38.1,32.17,118.14,132.81,30,0.34,2,2
0737014C,11,6,1992,2,1,72.2,57.46,45.49,NA,NA,29,2.26,2,2
0737015C,3,9,1993,2,1,68.13,29.15,24.03,128.71,117.1,21,1.01,2,2
0737016C,5,1,1992,2,1,78.5,36.41,22.13,148.29,100.98,28,0.88,2,2
0737017C,1,28,1993,1,1,69.43,28.69,20.77,NA,NA,19,-0.28,2,2
0737018C,1,4,1993,1,1,70.23,41.69,26.01,126.96,100.14,27,-0.13,2,2
0737019C,7,27,1993,1,1,63.73,32.0,23.89,128.15,98.65,25,-0.36,2,2
0737020C,12,9,1992,2,1,71.1,43.98,31.5,157.01,127.09,28,1.75,2,2
0737021C,3,11,1993,2,1,68.03,34.37,18.64,91.31,82.4,26,0.42,2,2
0737022C,5,26,1993,1,1,65.5,32.75,23.46,144.93,112.02,24,1.25,2,2
0737023C,11,2,1992,2,1,72.33,42.1,37.97,164.05,117.1,23,0.48,1,1
0737024C,7,18,1993,2,1,63.73,38.59,31.1,146.73,102.79,25,0.12,2,2
0739002C,8,17,1993,2,1,63.5,31.93,25.04,143.78,117.96,25,0.49,2,2
0739003C,8,18,1993,1,1,63.47,35.51,23.4,116.32,61.55,19,-1.38,1,1
0739004C,11,29,1992,2,1,72.2,33.52,26.19,142.58,99.41,20,0.28,2,2
0739005C,1,26,1993,2,2,70.27,31.33,22.88,87.34,63.45,17,-0.48,1,1
0739006C,3,9,1993,1,1,68.87,25.77,18.76,NA,NA,17,-1.05,1,1
0739008C,6,16,1993,1,1,65.6,24.95,16.72,68.95,72.98,17,-0.69,1,1
0739009C,4,22,1993,2,1,67.43,31.11,33.56,110.35,89.37,20,-0.51,1,1
0739010C,7,7,1993,2,1,64.87,27.63,17.31,124.83,75.26,19,-0.02,1,2
0739011C,7,30,1993,1,1,64.1,33.15,24.7,NA,NA,32,-0.26,2,2
0739013C,4,11,1993,2,2,67.8,26.52,17.81,NA,NA,-1,-1.48,-8,-8
0739014C,12,31,1992,1,8,71.17,26.09,11.83,NA,NA,18,-0.17,1,1
0739015C,11,18,1992,2,1,72.77,30.29,25.74,136.04,102.23,24,-0.34,1,1
0739016C,3,20,1993,2,1,68.5,30.29,26.03,123.83,75.17,18,-0.35,1,1
0739017C,3,13,1993,1,1,68.73,42.51,30.93,123.13,104.29,29,0.27,2,2
0739018C,4,16,1993,1,1,67.6,26.03,19.05,NA,NA,26,0.85,2,2
0739019C,7,7,1993,2,3,NA,NA,NA,NA,NA,NA,0.29,NA,NA
0739020C,12,15,1992,1,1,71.7,31.93,29.35,163.9,128.16,27,-0.12,2,1
0739021C,10,26,1992,1,1,73.37,29.35,29.65,88.88,113.52,30,0.45,2,2
0739022C,11,1,1992,1,1,73.13,29.94,22.46,125.67,83.9,28,-0.54,1,1
0739023C,7,24,1993,1,1,64.3,30.28,26.08,125.47,100.43,17,0.08,1,1
0739024C,10,11,1992,1,2,73.83,28.99,23.28,130.51,89.52,19,-0.74,1,1
0739025C,3,9,1993,1,1,68.9,31.2,29.72,NA,NA,17,-1.05,1,1
0739026C,4,11,1993,2,2,67.77,28.43,18.0,NA,NA,-1,-1.48,-8,-8
0739027C,3,13,1993,1,1,68.73,25.7,27.36,138.79,95.05,29,0.27,2,2
0740001C,3,24,1993,1,1,67.93,40.8,33.7,126.1,139.62,19,-0.96,1,1
0740002C,7,1,1993,2,1,64.63,37.31,28.04,NA,NA,20,-0.07,1,1
0740003C,3,6,1993,1,4,68.53,23.05,24.56,77.6,59.27,18,0.4,1,1
0740004C,2,9,1993,2,1,69.37,35.13,32.26,122.78,95.44,25,-0.26,2,2
0740005C,9,18,1993,1,1,62.0,24.93,20.56,125.93,100.1,17,-0.17,1,1
0740006C,11,30,1992,2,1,71.73,39.26,26.95,131.17,96.35,25,-0.28,2,2
0740007C,6,30,1993,1,1,64.67,29.05,21.01,103.81,79.06,33,-0.42,1,1
0740008C,5,26,1993,2,1,65.83,25.83,15.96,88.64,66.83,20,-0.78,1,1
0740009C,4,12,1993,2,1,67.3,42.1,40.92,158.49,130.07,23,-0.32,2,1
0740010C,12,26,1992,2,1,70.9,27.46,22.8,124.97,90.2,23,0.25,1,1
0740011C,2,25,1993,2,1,68.83,30.68,20.43,136.2,84.89,22,-0.21,1,1
0740012C,6,10,1993,1,1,65.33,32.53,19.38,101.44,88.58,20,-0.51,1,1
0740013C,4,11,1993,1,1,67.33,36.3,42.92,166.38,141.61,21,-0.3,1,1
0740014C,3,2,1993,1,3,68.67,34.06,31.06,132.52,117.23,18,-0.56,1,1
0740015C,11,3,1992,2,1,72.63,25.48,22.85,NA,NA,21,-0.91,1,1
0740016C,5,25,1993,1,1,65.9,32.1,26.2,NA,NA,24,-0.43,2,1
0740017C,10,2,1992,2,1,73.7,37.15,28.62,175.39,135.55,26,-0.05,1,1
0740018C,1,19,1993,2,1,70.07,35.35,28.37,110.0,100.82,23,-0.71,1,1
0740019C,10,17,1992,1,1,73.2,28.87,18.87,88.54,78.13,20,-0.72,1,1
0740020C,7,3,1993,2,1,64.57,26.93,12.97,NA,NA,19,-0.8,2,2
0740021C,6,4,1993,1,1,65.53,35.94,27.13,144.69,89.17,23,-0.33,1,1
0740022C,3,20,1993,1,1,-9.0,NA,NA,NA,NA,21,-0.44,1,1
0740023C,11,3,1992,1,1,72.63,26.27,21.23,NA,NA,24,-0.7,1,1
0740024C,3,13,1993,1,1,68.33,37.84,38.29,147.5,126.33,-1,-0.18,1,1
0743001C,3,7,1993,2,1,67.57,24.04,20.77,NA,NA,23,0.41,1,1
0743002C,2,16,1993,2,1,68.23,32.48,22.07,NA,NA,28,0.75,2,2
0743003C,1,11,1993,2,1,69.4,36.72,33.45,153.35,114.74,30,1.87,2,2
0743004C,9,30,1993,2,1,60.67,32.31,21.6,NA,NA,18,-1.26,1,1
0743005C,2,4,1993,1,1,68.6,36.38,37.91,152.58,117.37,18,0.47,1,1
0743006C,7,9,1993,2,1,63.47,34.67,27.79,101.22,114.27,23,0.13,2,2
0743007C,2,11,1993,1,2,68.37,25.86,17.93,132.84,95.98,29,-0.4,1,1
0743008C,12,14,1992,2,1,70.33,39.23,32.93,135.67,90.7,29,0.52,2,2
0743009C,1,5,1993,2,1,69.63,32.77,34.46,NA,NA,26,-0.29,2,2
0743010C,6,4,1992,1,1,76.8,45.43,46.81,126.4,123.99,26,-0.04,2,2
0743011C,1,30,1993,2,1,68.77,27.95,23.45,127.04,90.92,19,-0.36,1,1
0743012C,7,23,1993,1,1,63.0,32.97,19.25,125.64,76.37,23,-0.26,1,1
0743013C,9,26,1993,1,1,60.83,31.66,26.74,156.43,127.52,32,-0.63,1,1
0743014C,8,19,1993,1,1,-9.0,NA,NA,110.54,105.32,NA,-0.29,NA,NA
0743015C,5,18,1993,2,2,65.2,24.72,13.04,NA,NA,21,-0.21,1,1
0743016C,10,24,1992,1,1,72.03,29.44,20.4,NA,NA,24,0.33,2,2
0743018C,4,18,1993,2,1,66.2,38.51,26.35,131.4,87.51,23,0.34,2,2
0743019C,10,1,1993,1,1,60.63,30.77,17.2,82.89,56.68,21,0.42,1,1
0743020C,3,11,1993,1,8,67.47,32.26,21.84,125.44,77.6,18,-0.11,1,1
0743021C,5,12,1993,1,1,65.4,32.6,28.27,156.46,121.34,33,2.03,2,1
0743022C,10,31,1992,1,1,71.8,27.05,21.16,66.46,91.63,27,0.2,2,1
0743023C,6,23,1993,2,1,63.97,33.36,28.01,146.73,117.01,27,1.24,2,2
0743024C,12,8,1992,2,1,70.53,49.03,43.84,143.95,114.58,31,1.01,2,2
0744001C,8,24,1993,1,1,61.67,66.94,33.19,NA,NA,29,1.66,2,2
0744002C,9,21,1993,2,5,60.73,50.97,35.6,NA,NA,30,1.65,2,2
0745001C,6,27,1993,2,1,64.67,-1.0,-1.0,NA,NA,20,0.49,2,2
0745002C,3,4,1992,2,1,79.0,46.13,32.34,151.31,126.6,27,0.66,2,2
0745003C,8,16,1992,2,1,75.03,34.12,25.14,88.41,75.22,19,-0.42,1,1
0745005C,8,15,1992,1,1,75.2,30.57,17.92,126.15,66.73,21,-0.32,2,2
0745007C,9,10,1993,2,3,63.23,-1.0,17.82,89.51,83.88,22,-1.03,2,2
0745008C,9,14,1992,2,1,74.07,37.97,24.37,150.13,89.18,21,0.69,2,2
0745009C,8,7,1993,2,5,-9.0,NA,NA,NA,NA,18,-0.14,2,2
0745010C,12,25,1992,1,1,70.7,27.94,18.68,92.03,88.54,18,-0.86,1,1
0745011C,8,23,1993,2,1,62.63,30.01,22.25,98.87,103.23,17,-0.02,1,1
0745012C,7,11,1993,1,1,64.2,31.21,32.3,NA,NA,22,0.36,1,1
0745014C,2,5,1993,1,1,69.27,29.09,20.41,104.82,78.77,33,-0.52,1,1
0745015C,9,16,1992,1,1,74.0,34.91,32.3,NA,NA,20,-0.33,1,1
0745016C,7,16,1993,2,1,63.9,42.93,23.97,148.25,107.71,19,-0.53,1,1
0745017C,2,8,1993,1,1,69.2,30.56,18.06,118.48,80.85,21,-0.23,1,1
0745018C,1,31,1993,1,1,69.43,30.18,25.38,128.62,111.48,20,-0.66,1,1
0745019C,5,17,1993,1,1,65.93,39.13,23.0,121.11,94.45,-1,-0.49,1,1
0745020C,6,25,1993,1,1,64.6,32.55,25.39,102.55,108.23,29,-0.25,2,2
0745021C,9,30,1993,2,1,61.37,26.39,16.05,97.15,64.39,18,-0.58,1,1
0745022C,12,10,1992,2,1,71.17,31.44,23.82,137.29,96.81,16,-0.59,1,1
0745023C,12,9,1992,2,1,71.2,32.17,22.89,116.66,85.84,18,-0.92,1,1
0745024C,7,9,1993,2,1,64.13,32.09,18.52,NA,NA,19,-0.64,1,1
0746001C,10,18,1992,2,1,72.67,26.51,21.12,126.45,131.94,15,-0.53,1,1
0746002C,5,30,1993,2,1,65.23,33.63,25.13,152.42,111.39,27,-0.04,2,2
0746003C,11,30,1992,2,1,71.23,33.49,21.17,147.8,108.59,30,-0.07,2,2
0746004C,9,29,1992,2,1,73.33,33.97,30.94,105.61,94.82,21,-0.1,1,1
0746005C,12,30,1992,2,1,70.27,33.69,25.24,152.13,123.96,26,1.84,2,2
0746006C,5,18,1992,1,1,77.8,30.7,26.76,96.2,84.69,23,-0.28,2,2
0746007C,2,5,1993,2,1,69.0,34.96,24.53,154.66,98.48,15,-0.32,1,1
0746008C,1,28,1993,1,1,69.27,28.89,18.1,127.06,103.35,20,-0.13,1,1
0746009C,11,18,1992,2,1,71.67,27.86,19.79,146.54,74.4,16,-0.71,1,2
0746010C,6,11,1993,2,1,64.8,32.58,25.28,147.22,97.41,24,0.37,1,1
0746011C,6,1,1993,1,1,65.13,24.35,14.91,141.12,119.43,-1,-0.21,1,1
0746012C,7,10,1993,1,1,63.83,24.68,18.88,102.39,65.19,21,-0.21,1,1
0746013C,8,18,1993,2,1,62.53,26.67,18.72,98.5,52.58,22,-0.32,1,1
0746014C,7,18,1993,2,1,63.57,25.12,14.33,NA,NA,25,0.87,2,2
0746015C,1,24,1993,1,1,69.43,29.77,31.1,126.21,120.72,18,-0.68,1,1
0746016C,9,7,1993,2,1,-9.0,NA,NA,75.49,38.37,22,-0.04,1,1
0746017C,6,18,1993,2,1,64.57,38.05,34.2,142.48,115.38,19,-0.34,2,1
0746018C,11,3,1992,2,1,72.13,37.38,23.46,147.47,116.16,29,0.13,1,1
0746019C,12,26,1992,1,1,70.37,44.41,44.19,175.67,144.81,25,0.47,1,1
0746020C,7,26,1993,2,1,63.33,35.53,26.9,141.98,104.27,21,0.19,2,2
0746021C,3,4,1993,1,1,68.1,46.61,32.7,NA,NA,22,-0.78,1,1
0746022C,11,21,1992,1,1,71.53,50.13,38.12,167.13,146.49,32,0.95,2,2
0746023C,2,28,1993,1,1,68.23,39.9,32.37,169.53,129.72,21,0.22,1,1
0746024C,8,6,1993,2,1,62.93,42.6,28.24,145.63,103.96,24,-0.16,1,2
0748001C,10,20,1992,2,8,73.07,26.42,16.64,92.95,105.11,17,-0.86,1,1
0748002C,4,20,1993,2,1,67.0,33.03,24.11,125.49,104.02,-1,0.43,1,1
0748003C,6,28,1993,1,1,64.7,25.06,18.9,99.84,105.24,17,-0.74,1,1
0748004C,6,28,1993,2,1,64.7,27.41,25.95,153.56,113.11,25,-0.43,2,1
0748005C,1,7,1993,2,1,70.4,30.45,31.07,125.15,90.11,27,0.33,2,2
0748006C,6,10,1993,2,1,65.27,25.34,12.76,108.51,64.87,23,-0.59,1,1
0748007C,6,3,1993,2,4,65.5,27.22,18.51,106.68,105.45,20,-0.45,1,1
0748008C,6,13,1992,2,8,77.33,23.55,14.46,76.58,66.61,19,-0.7,2,2
0748009C,5,28,1993,2,1,65.73,23.16,17.37,115.21,82.04,NA,-0.37,NA,NA
0748010C,1,25,1993,1,1,69.8,28.13,21.34,129.16,112.53,25,-0.3,2,2
0748011C,1,23,1993,2,1,69.87,34.55,23.68,148.27,90.38,22,0.1,2,1
0748012C,9,8,1993,1,1,62.27,34.01,38.45,147.12,131.09,28,0.95,2,2
0748013C,3,23,1992,1,4,79.0,29.87,25.96,107.82,101.9,20,-0.07,1,1
0748014C,8,27,1993,2,1,62.7,28.52,18.59,91.54,56.59,22,-0.43,1,1
0748015C,5,9,1993,2,1,66.33,39.58,25.9,129.73,106.68,25,-0.4,1,1
0748016C,2,12,1993,2,1,69.27,33.39,20.73,124.85,62.35,-1,1.23,1,1
0748017C,7,11,1992,1,2,76.43,29.92,27.59,70.73,107.67,19,-0.68,1,1
0748018C,12,9,1992,1,1,71.4,27.57,22.59,87.52,81.54,21,-0.42,1,1
0748019C,1,7,1993,1,2,70.67,40.44,30.94,143.63,133.55,23,-0.21,1,1
0748020C,3,3,1993,1,1,68.57,40.09,32.16,148.49,118.5,22,0.31,1,1
0748022C,1,22,1993,1,1,-9.0,NA,NA,103.9,60.72,NA,0.33,NA,NA
0748023C,8,11,1993,2,1,63.27,26.31,22.8,123.84,73.7,29,-0.17,1,1
0748024C,6,9,1993,1,1,65.33,24.08,12.81,93.65,67.39,NA,-0.31,NA,NA
0749001C,11,30,1992,1,1,71.47,26.33,17.1,105.65,75.99,NA,-0.86,NA,NA
0749002C,11,17,1992,2,1,71.87,27.46,21.16,NA,NA,19,-1.12,1,1
0749003C,6,6,1992,1,1,77.33,27.63,30.42,NA,NA,23,0.09,2,2
0749004C,11,30,1992,2,1,71.43,111.35,40.27,NA,NA,32,0.39,2,2
0749005C,1,12,1993,2,1,70.0,25.86,16.45,NA,NA,15,-1.27,1,1
0749006C,9,25,1993,1,1,NA,NA,NA,NA,NA,NA,-0.75,NA,NA
0749007C,11,23,1992,1,1,71.67,26.69,23.48,98.2,118.45,26,0.95,2,2
0749008C,11,4,1992,1,1,72.8,24.28,18.66,NA,NA,18,-1.81,1,1
0749009C,1,31,1993,2,2,69.37,30.3,23.34,NA,NA,-9,-0.45,-7,-7
0749010C,2,21,1993,1,2,68.67,32.72,25.29,NA,NA,18,-0.7,1,1
0749011C,9,29,1993,1,1,61.33,24.94,15.44,NA,NA,19,-0.42,1,1
0749012C,2,20,1993,1,1,68.7,26.01,14.08,56.21,43.79,NA,-0.86,NA,NA
0749013C,11,23,1992,2,1,71.67,26.42,18.19,95.86,71.68,26,0.95,2,2
0749014C,3,16,1993,1,1,67.93,26.91,22.2,NA,NA,25,0.62,2,2
0749015C,5,5,1993,1,8,66.2,25.83,18.53,105.74,61.11,-1,-0.62,1,1
0749016C,2,24,1993,2,1,68.53,39.44,25.14,105.25,72.97,18,-0.31,1,1
0749017C,10,21,1992,1,2,72.8,27.17,20.72,125.02,61.14,NA,-0.87,NA,NA
0749018C,9,8,1993,2,1,62.0,31.99,24.93,NA,NA,NA,NA,NA,NA
0749019C,12,28,1992,2,1,70.47,25.26,13.92,NA,NA,18,-0.76,1,1
0749020C,12,7,1992,2,1,71.17,23.96,22.31,NA,NA,16,-0.36,1,1
0749022C,7,19,1993,1,1,63.7,33.06,28.26,149.24,130.12,26,-0.42,1,1
0749023C,4,2,1993,1,1,67.3,25.04,16.07,91.13,67.76,22,-0.6,2,2
0749024C,3,29,1993,1,8,67.43,28.12,23.3,91.3,96.7,23,-0.75,1,1
0750001C,4,24,1993,1,1,66.4,42.19,28.98,163.71,131.28,19,-0.22,2,2
0750002C,10,27,1992,1,1,72.37,32.32,24.59,83.84,91.84,27,0.46,2,2
0750003C,5,13,1993,1,1,65.73,27.02,23.74,104.55,90.04,23,0.02,2,2
0750004C,5,7,1993,1,1,65.93,34.54,18.18,128.91,111.48,26,1.29,2,2
0750005C,2,2,1993,1,1,69.13,32.96,23.35,NA,NA,21,0.41,1,1
0750006C,6,7,1993,2,1,64.9,38.72,30.91,159.72,120.96,35,1.48,2,2
0750007C,10,23,1992,1,1,72.47,35.44,29.22,129.39,106.61,28,0.08,2,2
0750008C,12,23,1992,1,1,70.43,29.38,27.15,109.39,113.31,NA,-0.67,NA,NA
0750009C,9,30,1993,2,1,61.07,48.61,32.66,NA,NA,25,0.75,2,2
0750010C,7,16,1993,1,1,63.63,31.08,24.38,135.84,117.77,-1,0.52,2,2
0750011C,4,24,1993,2,1,66.4,41.32,40.27,NA,NA,29,1.48,2,2
0750012C,12,10,1992,2,1,70.9,33.61,24.47,143.05,99.16,21,-0.64,1,1
0750013C,11,30,1992,2,8,71.23,30.47,29.88,NA,NA,21,-0.4,1,1
0750014C,5,9,1993,1,1,67.83,27.36,17.42,110.1,89.82,25,0.34,2,2
0750015C,10,26,1992,1,1,-9.0,NA,NA,NA,NA,18,-0.81,1,1
0750016C,6,9,1992,1,1,77.03,30.84,26.81,NA,NA,26,0.0,2,1
0750018C,5,11,1993,2,1,65.83,41.01,28.88,144.8,117.11,22,-0.48,2,2
0750019C,2,27,1993,1,6,68.3,24.6,19.57,95.38,88.24,16,0.35,2,2
0750020C,4,19,1993,2,1,66.57,27.67,24.93,149.34,116.54,-1,-0.34,2,2
0750021C,6,14,1992,2,1,76.9,28.3,22.08,125.52,100.5,19,-0.16,2,2
0750022C,5,5,1993,1,1,66.0,33.49,25.45,120.6,104.36,30,0.17,1,2
0750023C,7,7,1993,1,1,65.87,24.65,12.98,NA,NA,22,-0.65,2,2
0750024C,9,2,1993,1,1,-9.0,NA,NA,127.87,104.89,19,-0.54,1,1
0751001C,2,6,1993,1,8,70.17,41.09,25.84,NA,NA,21,-0.24,1,1
0751002C,8,3,1993,2,1,64.23,38.71,28.85,152.6,105.32,36,1.41,2,2
0751003C,9,19,1993,2,1,62.67,74.31,28.41,NA,NA,22,-0.38,1,1
0751004C,12,16,1992,1,1,71.9,24.53,16.32,83.51,72.22,NA,-1.0,NA,NA
0751005C,5,9,1993,2,1,67.1,26.86,19.1,109.86,71.37,-1,-1.16,1,1
0751006C,12,14,1992,2,1,-9.0,NA,NA,91.74,72.03,20,-0.79,1,1
0751007C,9,5,1993,2,2,63.13,25.44,19.65,106.27,62.13,16,-0.26,1,1
0751008C,5,7,1993,1,8,67.17,35.41,31.22,128.35,113.59,20,-0.08,1,1
0751009C,6,2,1992,1,1,79.0,34.77,24.16,87.18,81.55,NA,-0.66,NA,NA
0751010C,10,2,1992,1,1,79.0,28.29,13.14,73.14,58.71,16,-0.72,1,1
0751011C,2,11,1993,2,8,70.0,26.75,20.4,90.63,71.69,20,-0.43,1,1
0751012C,5,5,1993,2,1,67.23,32.87,22.25,99.75,89.1,17,-0.52,1,1
0751013C,11,5,1992,1,2,73.27,46.89,28.83,136.59,100.28,24,-0.55,1,1
0751014C,9,19,1993,1,1,62.67,29.6,17.85,127.55,85.33,18,-0.52,1,1
0751015C,1,13,1993,1,1,70.97,29.04,18.42,81.63,71.49,21,-0.36,1,1
